"time","toy","dow","holy","tod","temp","dateTime","dem","dem48","temp95"
5471,0.317808219178082,"Thu",FALSE,46,9,2010-04-29 22:00:00,1728.12,1700.244,11.6438915273013
5472,0.317808219178082,"Thu",FALSE,47,9,2010-04-29 22:30:00,1544.659,1498.372,11.5116969509362
5473,0.328767123287671,"Mon",FALSE,0,3,2010-05-02 23:00:00,1238.844,1229.048,11.0861121033894
5474,0.328767123287671,"Mon",FALSE,1,3,2010-05-02 23:30:00,1055.076,942.541,10.68180649822
5475,0.328767123287671,"Mon",FALSE,2,3,2010-05-03,901.078,773.408,10.297716173309
5476,0.328767123287671,"Mon",FALSE,3,3,2010-05-03 00:30:00,775.946,655.646,9.93283036464351
5477,0.328767123287671,"Mon",FALSE,4,2,2010-05-03 01:00:00,684.575,573.7,9.53618884641134
5478,0.328767123287671,"Mon",FALSE,5,2,2010-05-03 01:30:00,620.451,522.487,9.15937940409077
5479,0.328767123287671,"Mon",FALSE,6,1,2010-05-03 02:00:00,575.679,490.767,8.75141043388623
5480,0.328767123287671,"Mon",FALSE,7,2,2010-05-03 02:30:00,543.257,482.86,8.41383991219192
5481,0.328767123287671,"Mon",FALSE,8,2,2010-05-03 03:00:00,528.539,469.731,8.09314791658232
5482,0.328767123287671,"Mon",FALSE,9,1,2010-05-03 03:30:00,518.198,478.426,7.73849052075321
5483,0.328767123287671,"Mon",FALSE,10,2,2010-05-03 04:00:00,486.631,477.921,7.45156599471555
5484,0.328767123287671,"Mon",FALSE,11,2,2010-05-03 04:30:00,495.313,493.234,7.17898769497977
5485,0.328767123287671,"Mon",FALSE,12,1,2010-05-03 05:00:00,499.69,556.612,6.87003831023078
5486,0.328767123287671,"Mon",FALSE,13,1,2010-05-03 05:30:00,541.729,659.029,6.57653639471924
5487,0.328767123287671,"Mon",FALSE,14,2,2010-05-03 06:00:00,585.972,847.618,6.34770957498328
5488,0.328767123287671,"Mon",FALSE,15,2,2010-05-03 06:30:00,636.755,1110.744,6.13032409623411
5489,0.328767123287671,"Mon",FALSE,16,4,2010-05-03 07:00:00,704.175,1358.297,6.02380789142241
5490,0.328767123287671,"Mon",FALSE,17,5,2010-05-03 07:30:00,817.071,1358.659,5.97261749685129
5491,0.328767123287671,"Mon",FALSE,18,6,2010-05-03 08:00:00,1006.209,1270.855,5.97398662200872
5492,0.328767123287671,"Mon",FALSE,19,7,2010-05-03 08:30:00,1196.914,1193.746,6.02528729090828
5493,0.328767123287671,"Mon",FALSE,20,8,2010-05-03 09:00:00,1383.16,1190.975,6.12402292636287
5494,0.328767123287671,"Mon",FALSE,21,8,2010-05-03 09:30:00,1498.769,1153.712,6.21782178004473
5495,0.328767123287671,"Mon",FALSE,22,8,2010-05-03 10:00:00,1622.267,1079.589,6.30693069104249
5496,0.328767123287671,"Mon",FALSE,23,9,2010-05-03 10:30:00,1661.37,1032.909,6.44158415649037
5497,0.328767123287671,"Mon",FALSE,24,10,2010-05-03 11:00:00,1688.377,1082.314,6.61950494866585
5498,0.328767123287671,"Mon",FALSE,25,10,2010-05-03 11:30:00,1756.322,1099.998,6.78852970123255
5499,0.328767123287671,"Mon",FALSE,26,10,2010-05-03 12:00:00,1774.032,1184.689,6.94910321617093
5500,0.328767123287671,"Mon",FALSE,27,11,2010-05-03 12:30:00,1779.083,1188.333,7.15164805536238
5501,0.328767123287671,"Mon",FALSE,28,10,2010-05-03 13:00:00,1626.055,1099.435,7.29406565259426
5502,0.328767123287671,"Mon",FALSE,29,10,2010-05-03 13:30:00,1534.602,1042.975,7.42936236996455
5503,0.328767123287671,"Mon",FALSE,30,11,2010-05-03 14:00:00,1453.454,1047.375,7.60789425146632
5504,0.328767123287671,"Mon",FALSE,31,10,2010-05-03 14:30:00,1437.483,1132.995,7.727499538893
5505,0.328767123287671,"Mon",FALSE,32,10,2010-05-03 15:00:00,1474.33,1225.827,7.84112456194835
5506,0.328767123287671,"Mon",FALSE,33,12,2010-05-03 15:30:00,1464.16,1373.974,8.04906833385093
5507,0.328767123287671,"Mon",FALSE,34,11,2010-05-03 16:00:00,1583.095,1507.381,8.19661491715839
5508,0.328767123287671,"Mon",FALSE,35,11,2010-05-03 16:30:00,1695.108,1605.798,8.33678417130047
5509,0.328767123287671,"Mon",FALSE,36,10,2010-05-03 17:00:00,1769.215,1779.992,8.41994496273544
5510,0.328767123287671,"Mon",FALSE,37,10,2010-05-03 17:30:00,1807.149,1809.214,8.49894771459867
5511,0.328767123287671,"Mon",FALSE,38,10,2010-05-03 18:00:00,1754.755,1679.332,8.57400032886874
5512,0.328767123287671,"Mon",FALSE,39,10,2010-05-03 18:30:00,1713.921,1717.117,8.6453003124253
5513,0.328767123287671,"Mon",FALSE,40,10,2010-05-03 19:00:00,1754.734,1699.317,8.71303529680403
5514,0.328767123287671,"Mon",FALSE,41,9,2010-05-03 19:30:00,1723.644,1683.561,8.72738353196383
5515,0.328767123287671,"Mon",FALSE,42,8,2010-05-03 20:00:00,1760.812,1796.838,8.69101435536564
5516,0.328767123287671,"Mon",FALSE,43,7,2010-05-03 20:30:00,1915.781,1958.584,8.60646363759736
5517,0.328767123287671,"Mon",FALSE,44,6,2010-05-03 21:00:00,2054.817,1978.159,8.47614045571749
5518,0.328767123287671,"Mon",FALSE,45,5,2010-05-03 21:30:00,1951.5,1885.339,8.30233343293161
5519,0.328767123287671,"Mon",FALSE,46,6,2010-05-03 22:00:00,1762.969,1728.12,8.18721676128503
5520,0.328767123287671,"Mon",FALSE,47,4,2010-05-03 22:30:00,1510.813,1544.659,7.97785592322078
5521,0.331506849315069,"Tue",FALSE,0,3,2010-05-03 23:00:00,1259.031,1238.844,7.72896312705974
5522,0.331506849315069,"Tue",FALSE,1,4,2010-05-03 23:30:00,1024.248,1055.076,7.54251497070676
5523,0.331506849315069,"Tue",FALSE,2,3,2010-05-04,820.099,901.078,7.31538922217142
5524,0.331506849315069,"Tue",FALSE,3,3,2010-05-04 00:30:00,691.496,775.946,7.09961976106285
5525,0.331506849315069,"Tue",FALSE,4,2,2010-05-04 01:00:00,587.108,684.575,6.8446387730097
5526,0.331506849315069,"Tue",FALSE,5,2,2010-05-04 01:30:00,546.711,620.451,6.60240683435922
5527,0.331506849315069,"Tue",FALSE,6,2,2010-05-04 02:00:00,514.126,575.679,6.37228649264126
5528,0.331506849315069,"Tue",FALSE,7,2,2010-05-04 02:30:00,482.562,543.257,6.15367216800919
5529,0.331506849315069,"Tue",FALSE,8,3,2010-05-04 03:00:00,466.458,528.539,5.99598855960874
5530,0.331506849315069,"Tue",FALSE,9,4,2010-05-04 03:30:00,465.061,518.198,5.8961891316283
5531,0.331506849315069,"Tue",FALSE,10,4,2010-05-04 04:00:00,460.457,486.631,5.80137967504688
5532,0.331506849315069,"Tue",FALSE,11,4,2010-05-04 04:30:00,482.341,495.313,5.71131069129454
5533,0.331506849315069,"Tue",FALSE,12,5,2010-05-04 05:00:00,536.294,499.69,5.67574515672981
5534,0.331506849315069,"Tue",FALSE,13,4,2010-05-04 05:30:00,628.265,541.729,5.59195789889332
5535,0.331506849315069,"Tue",FALSE,14,4,2010-05-04 06:00:00,774.685,585.972,5.51236000394865
5536,0.331506849315069,"Tue",FALSE,15,5,2010-05-04 06:30:00,987.62,636.755,5.48674200375122
5537,0.331506849315069,"Tue",FALSE,16,6,2010-05-04 07:00:00,1270.416,704.175,5.51240490356366
5538,0.331506849315069,"Tue",FALSE,17,8,2010-05-04 07:30:00,1283.025,817.071,5.63678465838548
5539,0.331506849315069,"Tue",FALSE,18,8,2010-05-04 08:00:00,1262.487,1006.209,5.7549454254662
5540,0.331506849315069,"Tue",FALSE,19,8,2010-05-04 08:30:00,1239.409,1196.914,5.86719815419289
5541,0.331506849315069,"Tue",FALSE,20,9,2010-05-04 09:00:00,1167.72,1383.16,6.02383824648325
5542,0.331506849315069,"Tue",FALSE,21,10,2010-05-04 09:30:00,1154.318,1498.769,6.22264633415909
5543,0.331506849315069,"Tue",FALSE,22,10,2010-05-04 10:00:00,1158.596,1622.267,6.41151401745113
5544,0.331506849315069,"Tue",FALSE,23,10,2010-05-04 10:30:00,1121.675,1661.37,6.59093831657857
5545,0.331506849315069,"Tue",FALSE,24,10,2010-05-04 11:00:00,1106.299,1688.377,6.76139140074965
5546,0.331506849315069,"Tue",FALSE,25,11,2010-05-04 11:30:00,1185.685,1756.322,6.97332183071216
5547,0.331506849315069,"Tue",FALSE,26,11,2010-05-04 12:00:00,1253.043,1774.032,7.17465573917655
5548,0.331506849315069,"Tue",FALSE,27,11,2010-05-04 12:30:00,1247.96,1779.083,7.36592295221773
5549,0.331506849315069,"Tue",FALSE,28,12,2010-05-04 13:00:00,1211.081,1626.055,7.59762680460684
5550,0.331506849315069,"Tue",FALSE,29,12,2010-05-04 13:30:00,1169.193,1534.602,7.8177454643765
5551,0.331506849315069,"Tue",FALSE,30,11,2010-05-04 14:00:00,1147.547,1453.454,7.97685819115767
5552,0.331506849315069,"Tue",FALSE,31,11,2010-05-04 14:30:00,1225.893,1437.483,8.12801528159979
5553,0.331506849315069,"Tue",FALSE,32,12,2010-05-04 15:00:00,1289.01,1474.33,8.3216145175198
5554,0.331506849315069,"Tue",FALSE,33,12,2010-05-04 15:30:00,1410.613,1464.16,8.50553379164381
5555,0.331506849315069,"Tue",FALSE,34,12,2010-05-04 16:00:00,1613.631,1583.095,8.68025710206162
5556,0.331506849315069,"Tue",FALSE,35,12,2010-05-04 16:30:00,1834.099,1695.108,8.84624424695853
5557,0.331506849315069,"Tue",FALSE,36,12,2010-05-04 17:00:00,2011.83,1769.215,9.00393203461061
5558,0.331506849315069,"Tue",FALSE,37,12,2010-05-04 17:30:00,1954.131,1807.149,9.15373543288008
5559,0.331506849315069,"Tue",FALSE,38,12,2010-05-04 18:00:00,1862.311,1754.755,9.29604866123607
5560,0.331506849315069,"Tue",FALSE,39,12,2010-05-04 18:30:00,1832.424,1713.921,9.43124622817427
5561,0.331506849315069,"Tue",FALSE,40,12,2010-05-04 19:00:00,1772.972,1754.734,9.55968391676555
5562,0.331506849315069,"Tue",FALSE,41,11,2010-05-04 19:30:00,1801.283,1723.644,9.63169972092727
5563,0.331506849315069,"Tue",FALSE,42,11,2010-05-04 20:00:00,1825.887,1760.812,9.70011473488091
5564,0.331506849315069,"Tue",FALSE,43,11,2010-05-04 20:30:00,1959.096,1915.781,9.76510899813687
5565,0.331506849315069,"Tue",FALSE,44,10,2010-05-04 21:00:00,1982.423,2054.817,9.77685354823002
5566,0.331506849315069,"Tue",FALSE,45,10,2010-05-04 21:30:00,1931.683,1951.5,9.78801087081852
5567,0.331506849315069,"Tue",FALSE,46,10,2010-05-04 22:00:00,1719.735,1762.969,9.7986103272776
5568,0.331506849315069,"Tue",FALSE,47,10,2010-05-04 22:30:00,1507.974,1510.813,9.80867981091371
5569,0.334246575342466,"Wed",FALSE,0,10,2010-05-04 23:00:00,1206.675,1259.031,9.81824582036803
5570,0.334246575342466,"Wed",FALSE,1,9,2010-05-04 23:30:00,1000.62,1024.248,9.77733352934963
5571,0.334246575342466,"Wed",FALSE,2,9,2010-05-05,779.623,820.099,9.73846685288214
5572,0.334246575342466,"Wed",FALSE,3,9,2010-05-05 00:30:00,656.982,691.496,9.70154351023804
5573,0.334246575342466,"Wed",FALSE,4,9,2010-05-05 01:00:00,584.439,587.108,9.66646633472613
5574,0.334246575342466,"Wed",FALSE,5,9,2010-05-05 01:30:00,527.952,546.711,9.63314301798983
5575,0.334246575342466,"Wed",FALSE,6,9,2010-05-05 02:00:00,497.581,514.126,9.60148586709033
5576,0.334246575342466,"Wed",FALSE,7,9,2010-05-05 02:30:00,479.626,482.562,9.57141157373581
5577,0.334246575342466,"Wed",FALSE,8,8,2010-05-05 03:00:00,470.266,466.458,9.49284099504902
5578,0.334246575342466,"Wed",FALSE,9,8,2010-05-05 03:30:00,482.343,465.061,9.41819894529657
5579,0.334246575342466,"Wed",FALSE,10,8,2010-05-05 04:00:00,471.896,460.457,9.34728899803174
5580,0.334246575342466,"Wed",FALSE,11,8,2010-05-05 04:30:00,485.991,482.341,9.27992454813016
5581,0.334246575342466,"Wed",FALSE,12,8,2010-05-05 05:00:00,543.425,536.294,9.21592832072365
5582,0.334246575342466,"Wed",FALSE,13,8,2010-05-05 05:30:00,638.77,628.265,9.15513190468747
5583,0.334246575342466,"Wed",FALSE,14,8,2010-05-05 06:00:00,761.068,774.685,9.09737530945309
5584,0.334246575342466,"Wed",FALSE,15,8,2010-05-05 06:30:00,1026.185,987.62,9.04250654398044
5585,0.334246575342466,"Wed",FALSE,16,8,2010-05-05 07:00:00,1244.192,1270.416,8.99038121678142
5586,0.334246575342466,"Wed",FALSE,17,9,2010-05-05 07:30:00,1324.45,1283.025,8.99086215594234
5587,0.334246575342466,"Wed",FALSE,18,9,2010-05-05 08:00:00,1200.919,1262.487,8.99131904814523
5588,0.334246575342466,"Wed",FALSE,19,9,2010-05-05 08:30:00,1179.638,1239.409,8.99175309573796
5589,0.334246575342466,"Wed",FALSE,20,10,2010-05-05 09:00:00,1100.681,1167.72,9.04216544095106
5590,0.334246575342466,"Wed",FALSE,21,10,2010-05-05 09:30:00,1151.97,1154.318,9.09005716890351
5591,0.334246575342466,"Wed",FALSE,22,11,2010-05-05 10:00:00,1167.367,1158.596,9.18555431045834
5592,0.334246575342466,"Wed",FALSE,23,11,2010-05-05 10:30:00,1180.208,1121.675,9.27627659493542
5593,0.334246575342466,"Wed",FALSE,24,12,2010-05-05 11:00:00,1171.457,1106.299,9.41246276518865
5594,0.334246575342466,"Wed",FALSE,25,12,2010-05-05 11:30:00,1216.481,1185.685,9.54183962692922
5595,0.334246575342466,"Wed",FALSE,26,12,2010-05-05 12:00:00,1261.297,1253.043,9.66474764558275
5596,0.334246575342466,"Wed",FALSE,27,13,2010-05-05 12:30:00,1274.771,1247.96,9.83151026330362
5597,0.334246575342466,"Wed",FALSE,28,14,2010-05-05 13:00:00,1222.26,1211.081,10.0399347501384
5598,0.334246575342466,"Wed",FALSE,29,15,2010-05-05 13:30:00,1179.904,1169.193,10.2879380126315
5599,0.334246575342466,"Wed",FALSE,30,14,2010-05-05 14:00:00,1142.93,1147.547,10.4735411119999
5600,0.334246575342466,"Wed",FALSE,31,15,2010-05-05 14:30:00,1168.705,1225.893,10.6998640563999
5601,0.334246575342466,"Wed",FALSE,32,16,2010-05-05 15:00:00,1298.673,1289.01,10.9648708535799
5602,0.334246575342466,"Wed",FALSE,33,15,2010-05-05 15:30:00,1408.334,1410.613,11.1666273109009
5603,0.334246575342466,"Wed",FALSE,34,16,2010-05-05 16:00:00,1581.332,1613.631,11.4082959453559
5604,0.334246575342466,"Wed",FALSE,35,16,2010-05-05 16:30:00,1761.333,1834.099,11.6378811480881
5605,0.334246575342466,"Wed",FALSE,36,15,2010-05-05 17:00:00,1878.915,2011.83,11.8059870906837
5606,0.334246575342466,"Wed",FALSE,37,14,2010-05-05 17:30:00,1868.361,1954.131,11.9156877361495
5607,0.334246575342466,"Wed",FALSE,38,13,2010-05-05 18:00:00,1728.013,1862.311,11.969903349342
5608,0.334246575342466,"Wed",FALSE,39,13,2010-05-05 18:30:00,1749.957,1832.424,12.0214081818749
5609,0.334246575342466,"Wed",FALSE,40,12,2010-05-05 19:00:00,1794.36,1772.972,12.0203377727812
5610,0.334246575342466,"Wed",FALSE,41,12,2010-05-05 19:30:00,1789.632,1801.283,12.0193208841421
5611,0.334246575342466,"Wed",FALSE,42,12,2010-05-05 20:00:00,1857.65,1825.887,12.018354839935
5612,0.334246575342466,"Wed",FALSE,43,12,2010-05-05 20:30:00,2033.513,1959.096,12.0174370979383
5613,0.334246575342466,"Wed",FALSE,44,12,2010-05-05 21:00:00,2053.176,1982.423,12.0165652430414
5614,0.334246575342466,"Wed",FALSE,45,11,2010-05-05 21:30:00,1922.736,1931.683,11.9657369808893
5615,0.334246575342466,"Wed",FALSE,46,11,2010-05-05 22:00:00,1683.182,1719.735,11.9174501318448
5616,0.334246575342466,"Wed",FALSE,47,11,2010-05-05 22:30:00,1519.743,1507.974,11.8715776252526
5617,0.336986301369863,"Thu",FALSE,0,11,2010-05-05 23:00:00,1254.865,1206.675,11.8279987439899
5618,0.336986301369863,"Thu",FALSE,1,12,2010-05-05 23:30:00,986.428,1000.62,11.8365988067904
5619,0.336986301369863,"Thu",FALSE,2,12,2010-05-06,791.226,779.623,11.8447688664509
5620,0.336986301369863,"Thu",FALSE,3,11,2010-05-06 00:30:00,667.067,656.982,11.8025304231284
5621,0.336986301369863,"Thu",FALSE,4,11,2010-05-06 01:00:00,568.808,584.439,11.762403901972
5622,0.336986301369863,"Thu",FALSE,5,11,2010-05-06 01:30:00,531.324,527.952,11.7242837068734
5623,0.336986301369863,"Thu",FALSE,6,11,2010-05-06 02:00:00,507.966,497.581,11.6880695215297
5624,0.336986301369863,"Thu",FALSE,7,10,2010-05-06 02:30:00,483.871,479.626,11.6036660454532
5625,0.336986301369863,"Thu",FALSE,8,10,2010-05-06 03:00:00,470.067,470.266,11.5234827431805
5626,0.336986301369863,"Thu",FALSE,9,10,2010-05-06 03:30:00,460.709,482.343,11.4473086060215
5627,0.336986301369863,"Thu",FALSE,10,10,2010-05-06 04:00:00,460.848,471.896,11.3749431757204
5628,0.336986301369863,"Thu",FALSE,11,10,2010-05-06 04:30:00,493.527,485.991,11.3061960169344
5629,0.336986301369863,"Thu",FALSE,12,10,2010-05-06 05:00:00,553.706,543.425,11.2408862160877
5630,0.336986301369863,"Thu",FALSE,13,10,2010-05-06 05:30:00,663.396,638.77,11.1788419052833
5631,0.336986301369863,"Thu",FALSE,14,9,2010-05-06 06:00:00,826.536,761.068,11.0698998100191
5632,0.336986301369863,"Thu",FALSE,15,9,2010-05-06 06:30:00,1091.076,1026.185,10.9664048195182
5633,0.336986301369863,"Thu",FALSE,16,10,2010-05-06 07:00:00,1252.056,1244.192,10.9180845785423
5634,0.336986301369863,"Thu",FALSE,17,10,2010-05-06 07:30:00,1366.299,1324.45,10.8721803496152
5635,0.336986301369863,"Thu",FALSE,18,10,2010-05-06 08:00:00,1227.414,1200.919,10.8285713321344
5636,0.336986301369863,"Thu",FALSE,19,10,2010-05-06 08:30:00,1204.465,1179.638,10.7871427655277
5637,0.336986301369863,"Thu",FALSE,20,10,2010-05-06 09:00:00,1185.662,1100.681,10.7477856272513
5638,0.336986301369863,"Thu",FALSE,21,10,2010-05-06 09:30:00,1180.021,1151.97,10.7103963458887
5639,0.336986301369863,"Thu",FALSE,22,10,2010-05-06 10:00:00,1163.55,1167.367,10.6748765285943
5640,0.336986301369863,"Thu",FALSE,23,11,2010-05-06 10:30:00,1182.797,1180.208,10.6911327021646
5641,0.336986301369863,"Thu",FALSE,24,10,2010-05-06 11:00:00,1118.032,1171.457,10.6565760670564
5642,0.336986301369863,"Thu",FALSE,25,10,2010-05-06 11:30:00,1165.61,1216.481,10.6237472637035
5643,0.336986301369863,"Thu",FALSE,26,11,2010-05-06 12:00:00,1250.428,1261.297,10.6425599005184
5644,0.336986301369863,"Thu",FALSE,27,11,2010-05-06 12:30:00,1236.16,1274.771,10.6604319054924
5645,0.336986301369863,"Thu",FALSE,28,11,2010-05-06 13:00:00,1154.437,1222.26,10.6774103102178
5646,0.336986301369863,"Thu",FALSE,29,11,2010-05-06 13:30:00,1111.011,1179.904,10.6935397947069
5647,0.336986301369863,"Thu",FALSE,30,12,2010-05-06 14:00:00,1107.257,1142.93,10.7588628049716
5648,0.336986301369863,"Thu",FALSE,31,12,2010-05-06 14:30:00,1166.459,1168.705,10.820919664723
5649,0.336986301369863,"Thu",FALSE,32,12,2010-05-06 15:00:00,1303.116,1298.673,10.8798736814869
5650,0.336986301369863,"Thu",FALSE,33,12,2010-05-06 15:30:00,1390.767,1408.334,10.9358799974125
5651,0.336986301369863,"Thu",FALSE,34,13,2010-05-06 16:00:00,1514.726,1581.332,11.0390859975419
5652,0.336986301369863,"Thu",FALSE,35,13,2010-05-06 16:30:00,1660.255,1761.333,11.1371316976648
5653,0.336986301369863,"Thu",FALSE,36,12,2010-05-06 17:00:00,1807.842,1878.915,11.1802751127816
5654,0.336986301369863,"Thu",FALSE,37,13,2010-05-06 17:30:00,1748.182,1868.361,11.2712613571425
5655,0.336986301369863,"Thu",FALSE,38,13,2010-05-06 18:00:00,1666.694,1728.013,11.3576982892853
5656,0.336986301369863,"Thu",FALSE,39,11,2010-05-06 18:30:00,1716.798,1749.957,11.3398133748211
5657,0.336986301369863,"Thu",FALSE,40,10.8333333333333,2010-05-06 19:00:00,1672.714,1794.36,11.3144893727467
5658,0.336986301369863,"Thu",FALSE,41,10.6666666666667,2010-05-06 19:30:00,1637.564,1789.632,11.2820982374427
5659,0.336986301369863,"Thu",FALSE,42,10.5,2010-05-06 20:00:00,1716.522,1857.65,11.2429933255706
5660,0.336986301369863,"Thu",FALSE,43,10.3333333333333,2010-05-06 20:30:00,1891.935,2033.513,11.1975103259587
5661,0.336986301369863,"Thu",FALSE,44,10.1666666666667,2010-05-06 21:00:00,1994.672,2053.176,11.1459681429941
5662,0.336986301369863,"Thu",FALSE,45,10,2010-05-06 21:30:00,1920.945,1922.736,11.0886697358444
5663,0.336986301369863,"Thu",FALSE,46,10,2010-05-06 22:00:00,1680.467,1683.182,11.0342362490522
5664,0.336986301369863,"Thu",FALSE,47,9,2010-05-06 22:30:00,1522.553,1519.743,10.9325244365996
5665,0.33972602739726,"Fri",FALSE,0,9,2010-05-06 23:00:00,1268.098,1254.865,10.8358982147696
5666,0.33972602739726,"Fri",FALSE,1,9,2010-05-06 23:30:00,994.271,986.428,10.7441033040311
5667,0.33972602739726,"Fri",FALSE,2,9,2010-05-07,827.533,791.226,10.6568981388295
5668,0.33972602739726,"Fri",FALSE,3,9,2010-05-07 00:30:00,694.087,667.067,10.5740532318881
5669,0.33972602739726,"Fri",FALSE,4,9,2010-05-07 01:00:00,613.302,568.808,10.4953505702937
5670,0.33972602739726,"Fri",FALSE,5,8,2010-05-07 01:30:00,560.077,531.324,10.370583041779
5671,0.33972602739726,"Fri",FALSE,6,8,2010-05-07 02:00:00,520.812,507.966,10.25205388969
5672,0.33972602739726,"Fri",FALSE,7,9,2010-05-07 02:30:00,495.864,483.871,10.1894511952055
5673,0.33972602739726,"Fri",FALSE,8,8,2010-05-07 03:00:00,490.295,470.067,10.0799786354453
5674,0.33972602739726,"Fri",FALSE,9,8,2010-05-07 03:30:00,477.398,460.709,9.97597970367299
5675,0.33972602739726,"Fri",FALSE,10,7,2010-05-07 04:00:00,487.261,460.848,9.82718071848934
5676,0.33972602739726,"Fri",FALSE,11,6,2010-05-07 04:30:00,524.384,493.527,9.63582168256487
5677,0.33972602739726,"Fri",FALSE,12,6,2010-05-07 05:00:00,569.395,553.706,9.45403059843663
5678,0.33972602739726,"Fri",FALSE,13,7,2010-05-07 05:30:00,654.658,663.396,9.3313290685148
5679,0.33972602739726,"Fri",FALSE,14,7,2010-05-07 06:00:00,778.963,826.536,9.21476261508906
5680,0.33972602739726,"Fri",FALSE,15,7,2010-05-07 06:30:00,1039.36,1091.076,9.1040244843346
5681,0.33972602739726,"Fri",FALSE,16,7,2010-05-07 07:00:00,1246.112,1252.056,8.99882326011787
5682,0.33972602739726,"Fri",FALSE,17,7,2010-05-07 07:30:00,1309.709,1366.299,8.89888209711198
5683,0.33972602739726,"Fri",FALSE,18,8,2010-05-07 08:00:00,1261.854,1227.414,8.85393799225638
5684,0.33972602739726,"Fri",FALSE,19,8,2010-05-07 08:30:00,1237.144,1204.465,8.81124109264356
5685,0.33972602739726,"Fri",FALSE,20,9,2010-05-07 09:00:00,1198.393,1185.662,8.82067903801138
5686,0.33972602739726,"Fri",FALSE,21,8,2010-05-07 09:30:00,1161.937,1180.021,8.77964508611081
5687,0.33972602739726,"Fri",FALSE,22,8,2010-05-07 10:00:00,1190.063,1163.55,8.74066283180527
5688,0.33972602739726,"Fri",FALSE,23,9,2010-05-07 10:30:00,1126.026,1182.797,8.75362969021501
5689,0.33972602739726,"Fri",FALSE,24,9,2010-05-07 11:00:00,1069.99,1118.032,8.76594820570425
5690,0.33972602739726,"Fri",FALSE,25,10,2010-05-07 11:30:00,1097.499,1165.61,8.82765079541904
5691,0.33972602739726,"Fri",FALSE,26,9,2010-05-07 12:00:00,1214.224,1250.428,8.83626825564809
5692,0.33972602739726,"Fri",FALSE,27,9,2010-05-07 12:30:00,1214.104,1236.16,8.84445484286568
5693,0.33972602739726,"Fri",FALSE,28,10,2010-05-07 13:00:00,1144.32,1154.437,8.9022321007224
5694,0.33972602739726,"Fri",FALSE,29,10,2010-05-07 13:30:00,1138.161,1111.011,8.95712049568628
5695,0.33972602739726,"Fri",FALSE,30,10,2010-05-07 14:00:00,1151.255,1107.257,9.00926447090196
5696,0.33972602739726,"Fri",FALSE,31,10,2010-05-07 14:30:00,1174.815,1166.459,9.05880124735686
5697,0.33972602739726,"Fri",FALSE,32,11,2010-05-07 15:00:00,1285.565,1303.116,9.15586118498902
5698,0.33972602739726,"Fri",FALSE,33,11,2010-05-07 15:30:00,1386.503,1390.767,9.24806812573957
5699,0.33972602739726,"Fri",FALSE,34,11,2010-05-07 16:00:00,1489.683,1514.726,9.33566471945259
5700,0.33972602739726,"Fri",FALSE,35,11,2010-05-07 16:30:00,1623.779,1660.255,9.41888148347996
5701,0.33972602739726,"Fri",FALSE,36,11,2010-05-07 17:00:00,1764.471,1807.842,9.49793740930597
5702,0.33972602739726,"Fri",FALSE,37,11,2010-05-07 17:30:00,1760.26,1748.182,9.57304053884067
5703,0.33972602739726,"Fri",FALSE,38,11,2010-05-07 18:00:00,1678.038,1666.694,9.64438851189863
5704,0.33972602739726,"Fri",FALSE,39,10,2010-05-07 18:30:00,1689.842,1716.798,9.6621690863037
5705,0.33972602739726,"Fri",FALSE,40,10,2010-05-07 19:00:00,1631.466,1672.714,9.67906063198852
5706,0.33972602739726,"Fri",FALSE,41,10,2010-05-07 19:30:00,1577.518,1637.564,9.69510760038909
5707,0.33972602739726,"Fri",FALSE,42,9,2010-05-07 20:00:00,1669.345,1716.522,9.66035222036963
5708,0.33972602739726,"Fri",FALSE,43,9,2010-05-07 20:30:00,1842.255,1891.935,9.62733460935115
5709,0.33972602739726,"Fri",FALSE,44,8,2010-05-07 21:00:00,1931.295,1994.672,9.54596787888359
5710,0.33972602739726,"Fri",FALSE,45,8,2010-05-07 21:30:00,1877.827,1920.945,9.46866948493941
5711,0.33972602739726,"Fri",FALSE,46,8,2010-05-07 22:00:00,1751.267,1680.467,9.39523601069244
5712,0.33972602739726,"Fri",FALSE,47,7,2010-05-07 22:30:00,1607.384,1522.553,9.27547421015782
5713,0.342465753424658,"Sat",FALSE,0,7,2010-05-07 23:00:00,1409.844,1268.098,9.16170049964993
5714,0.342465753424658,"Sat",FALSE,1,7,2010-05-07 23:30:00,1158.333,994.271,9.05361547466743
5715,0.342465753424658,"Sat",FALSE,2,8,2010-05-08,944.622,827.533,9.00093470093406
5716,0.342465753424658,"Sat",FALSE,3,7,2010-05-08 00:30:00,797.358,694.087,8.90088796588736
5717,0.342465753424658,"Sat",FALSE,4,7,2010-05-08 01:00:00,663.911,613.302,8.80584356759299
5718,0.342465753424658,"Sat",FALSE,5,6,2010-05-08 01:30:00,588.022,560.077,8.66555138921334
5719,0.342465753424658,"Sat",FALSE,6,5,2010-05-08 02:00:00,546.218,520.812,8.48227381975267
5720,0.342465753424658,"Sat",FALSE,7,6,2010-05-08 02:30:00,499.304,495.864,8.35816012876504
5721,0.342465753424658,"Sat",FALSE,8,6,2010-05-08 03:00:00,484.116,490.295,8.24025212232679
5722,0.342465753424658,"Sat",FALSE,9,6,2010-05-08 03:30:00,480.546,477.398,8.12823951621045
